"iec","company_name","file_number","file_date","application_type","office_id","old_name","address_line_1","address_line_2","city","district","state","pincode","gstin","membership_category","star_rating","annual_turnover","export_turnover","rcmc_valid_upto"
"AANFH0549Q","HOMACE PRODUCTS LLP","RCMCAPPLYFIEO00077519AM25","2025-01-20","Issuance of e-RCMC","4",NULL,"3 BHASKAR SMRUTI FRIER BRIDGE LOW","LEVEL CHOWK GRANT RAOD, MUMBAI CITY, MUMBAI, M","MUMBAI","MUMBAI","MAHARASHTRA","400004","27AANFH0549Q1ZP","Multi Product Group Category","-","0","0","2026-03-31"
"AANFH2879M","HEXIQON CERAMICA","RCMCRENEWFIEO00083685AM24","2024-03-17","Renewal of e-RCMC","12",NULL,"SHYAM COMPLEX, SHIROMANI BUSINESS CENTER, PLOT NO 1,","SHOP NO 16, GROUND FLOOR, BH REAL PLAZA, 8 A NATIONAL HIGHWAY,AT-LALPAR,","MORBI","MORBI","GUJARAT","363642","24AANFH2879M1ZQ","Multi Product Group Category","-","0","0","2025-03-31"
"AANFH3632E","HOLA IMPEX","RCMCAMENDFIEO00050488AM24","2023-09-06","Amendment of e-RCMC","12",NULL,"B 52","RANGVATIKA SOC. BHOLAV","BHARUCH","BHARUCH","GUJARAT","392001","24AANFH3632E1ZM","Multi Product Group Category","-","34733402","0","2027-03-31"
"AANFH5230L","HH VENTURES","RCMCAPPLYFIEO00082688AM25","2025-02-19","Issuance of e-RCMC","10",NULL,"M57 SAMANTA VIHAR","CHANDRASEKHARPUR NEAR NALCO CHHAK","BHUBANESWAR","KHORDHA","ODISHA","751017","21AANFH5230L1ZF","Multi Product Group Category","-","0","0","2030-03-31"
"AANFH5512R","HEALTHCUB IMPEX LLP","RCMCAPPLYFIEO00070624AM26","2025-11-24","Issuance of e-RCMC","2",NULL,"PLOT-80","UDYOG KENDRA ECOTECH-3","GREATER NOIDA","GAUTAM BUDDHA NAGAR","UTTAR PRADESH","201310","09AANFH5512R1ZO","Multi Product Group Category","-","26500000","0","2026-03-31"
"AANFH5903Q","HOSPITAL EQUIPMENT MANUFACTURING COMPANY","RCMCRENEWFIEO00084537AM25","2025-02-28","Renewal of e-RCMC","2",NULL,"D-313","SECTOR-63","NOIDA","GAUTAM BUDDHA NAGAR","UTTAR PRADESH","201301","09AANFH5903Q1ZN","One Star Export House Category","One Star Export House","413681717","367254457.38","2027-03-31"
"AANFH7031F","HARPAN POLYCARE LLP","RCMCAPPLYFIEO00043054AM23","2023-02-21","Issuance of e-RCMC","12",NULL,"S.NO 729, PAIKI 1, VILL. MITANA","TAL TANKARA","DIST MORBI","MORBI","GUJARAT","363650","24AANFH7031F1ZJ","Multi Product Group Category","-","0","0","2025-03-31"
"AANFH7930D","HALIMA EXPORTS","RCMCAPPLYFIEO00062248AM24","2023-11-26","Issuance of e-RCMC","4",NULL,"C-4/2 GULSHAN CO-OP HSG SOCIETY LTD","FISHERIES UNIVERSITY ROAD","VERSOVA ANDHERI WEST MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400061","27AANFH7930D1Z9","Multi Product Group Category","-","0","0","2025-03-31"
"AANFH7958P","HEMITH EXIM LLP","RCMCRENEWFIEO00091350AM24","2024-03-26","Renewal of e-RCMC","12",NULL,"OFFICE NO. 605, SIXTH FLOOR, PRIDE CLASSIC, PATIDAR CLASSIC, PATIDAR CHOWK,","R. S. NO. 44, PLOT NO. 66/4. S. V. ROAD, RAIYA","MORBI","RAJKOT","GUJARAT","360005","24AANFH7958P1ZE","Multi Product Group Category","-","30000000","30000000","2025-03-31"
"AANFH8004N","HKM EXPORTS","RCMCRENEWFIEO00058389AM26","2025-09-01","Renewal of e-RCMC","18",NULL,"37-1-407[80]/F NO 402, BHAGYANAGAR 2ND LANE, WARD NO.26",NULL,"ONGOLE","PRAKASAM","ANDHRA PRADESH","523001","37AANFH8004N1ZW","Multi Product Group Category","-","4000000","0","2026-03-31"
"AANFH8441D","HARSHINI TELE SYSTEMS","RCMCRENEWFIEO00081673AM25","2025-02-13","Renewal of e-RCMC","15",NULL,"H.NO.6-110/60","MADHURANAGAR COLONY EXTN, NAGARAM,KEESARA MANDAL","NAGARAM","RANGAREDDY","TELANGANA","500083","36AANFH8441D1ZA","Premium Multi Product Group Category","-","1024815274","82551833","2026-03-31"
"AANFH8515L","HI-TECH SPECIALITY FILMS","RCMCRENEWFIEO00088104AM25","2025-03-11","Renewal of e-RCMC","12",NULL,"BLOCK/SURVEY NO. 570,OLD SURVEY NO-732,","OPPOSITE NILKANTH HOTEL,","RAKANPUR","GANDHINAGAR","GUJARAT","382721","24AANFH8515L1ZZ","Premium Multi Product Group Category","-","250000000","20000000","2026-03-31"
"AANFH8898N","HARIOM REFINERY","RCMCAPPLYFIEO00050122AM23","2023-03-21","Issuance of e-RCMC","13",NULL,"SURVEY NO. 1223, 1224, 1226, 1227, 1228","MANDSAUR-NEEMUCH BY PASS ROAD, MANDSAUR","MANDSAUR","MANDSAUR","MADHYA PRADESH","458001","23AANFH8898N1ZB","Multi Product Group Category","-","0","0","2027-03-31"
"AANFJ0224E","JANATHA OCEAN PRODUCTS","RCMCRENEWFIEO00037211AM25","2024-06-04","Renewal of e-RCMC","14",NULL,"WEIGH BRIDGE CAMPUS, 7/191","IRUKKANTHURAI POST RADHAPURAM TALUK","TIRUNELVELI DIST","TIRUNELVELI","TAMIL NADU","627106","33AANFJ0224E1ZV","Multi Product Group Category","-","0","0","2026-03-31"
"AANFJ0541Q","JMD IMPERIAL TRADES","RCMCAPPLYFIEO00041542AM23","2023-02-09","Issuance of e-RCMC","5",NULL,"ND 222 TANDA ROAD","NEAR DEVI TALAB MANDIR CONTACT NO: 919914002223","JALANDHAR","JALANDHAR","PUNJAB","144003","03AANFJ0541Q1Z5","Multi Product Group Category","-","0","0","2023-03-31"
"AANFJ4755A","JARON INTERNATIONAL","RCMCRENEWFIEO00017280AM26","2025-04-20","Renewal of e-RCMC","4",NULL,"A-205","MATHURIA APRTMENT M.V ROAD ANDHERI EAST MUMBAI SUBURBAN","MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400069","27AANFJ4755A1ZC","One Star Export House Category","One Star Export House","56900000","0","2026-03-31"
"AANFJ6290J","JEYAM TRADERS","RCMCRENEWFIEO00085558AM25","2025-03-04","Renewal of e-RCMC","5",NULL,"NO.2, VASANTHA NAGAR, KOKIRRAKULAM","TIRUNELVELI CONTACT NO: 919442063258","TIRUNELVELI","TIRUNELVELI","TAMIL NADU","627009","33AANFJ6290J1ZY","Multi Product Group Category","-","0","0","2026-03-31"
"AANFJ7306F","JOSLIA EXPORTS","RCMCRENEWFIEO00048452AM23","2023-03-16","Renewal of e-RCMC","4",NULL,"101, DIVINE CREST BLDG, IMMACULATE","CHS, I. C. COLONY, BORIVLI WEST.","MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400103","27AANFJ7306F1Z9","Multi Product Group Category","-","31232353","0","2028-03-31"
"AANFJ8345E","JANA BROTHERS SEA FOOD LLP","RCMCRENEWFIEO00068062AM25","2024-11-17","Renewal of e-RCMC","3",NULL,"P-70/1, MICHAEL NAGAR",NULL,"KOLKATA","24 PARAGANAS NORTH","WEST BENGAL","700133","19AANFJ8345E1ZZ","Two Star Export house Category","Two Star Export house","953232399.96","0","2028-03-31"
"AANFJ9588R","JNG EXPORTS","RCMCRENEWFIEO00089564AM25","2025-03-16","Renewal of e-RCMC","16",NULL,"29/220, BETHEL","PADATH LANE, JANATHA ROAD,","VYTTILA","ERNAKULAM","KERALA","682019","32AANFJ9588R1Z5","One Star Export House Category","One Star Export House","49039352","0","2026-03-31"
"AANFJ9749E","JSR DRILLING EXPORTS AND IMPORTS LLP","RCMCAPPLYFIEO00071154AM26","2025-11-27","Issuance of e-RCMC","15",NULL,"PLOT NO 7, WEST PAT","PEDDA AMBERPET","HYDERABAD","RANGAREDDY","TELANGANA","501505","36AANFJ9749E1ZT","Premium Multi Product Group Category","-","100800000","0","2026-03-31"
"AANFM3451A","MANGLAM ENTERPRISES","RCMCAPPLYFIEO00034573AM26","2025-05-28","Issuance of e-RCMC","13",NULL,"251","SHASTRI MARKET, SECOND FLOOR","INDORE","INDORE","MADHYA PRADESH","452007","23AANFM3451A1ZQ","Multi Product Group Category","-","0","0","2026-03-31"
"AANFN0005D","NIVEN TECHNOLOGIES LLP","RCMCRENEWFIEO00045351AM24","2023-08-07","Renewal of e-RCMC","4",NULL,"SD 65/66 HIMALI SOCIETY","ERANDWANE","PUNE","PUNE","MAHARASHTRA","411004","27AANFN0005D1ZR","Multi Product Group Category","-","10000000","0","2026-03-31"
"AANFN2941A","NERIAH INDUSTRIA","RCMCRENEWFIEO00089675AM25","2025-03-16","Renewal of e-RCMC","16",NULL,"XVII/630-A","KURICHY CONTACT NO: 919446479200","KOTTAYAM","KOTTAYAM","KERALA","686532","32AANFN2941A1ZP","Premium Multi Product Group Category","-","88515809","0","2026-03-31"
"AANFN3325N","NEHA ASSOCIATES","RCMCAPPLYFIEO00054618AM24","2023-10-03","Issuance of e-RCMC","16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","0","0","2024-03-31"
"AANFN8131A","NEW DIGAMBER KISHAN BIDWAI","RCMCAPPLYFIEO00035939AM25","2024-05-30","Issuance of e-RCMC","4",NULL,"OLD MONDHA,NANDED","OLD MONDHA,NANDED","NANDED","NANDED","MAHARASHTRA","431602","27AANFN8131A1ZE","Multi Product Group Category","-","20000000","0","2025-03-31"
"AANFN8559J","NAVIGATION LOGISTICS SERVICES","RCMCRENEWFIEO00050851AM23","2023-03-23","Renewal of e-RCMC","17",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","49999999","0","2024-03-31"
"AANFN9680Q","NAAVYA INFRA AND ENERGY SOLUTIONS","RCMCAPPLYFIEO00011412AM25","2024-04-11","Issuance of e-RCMC","15",NULL,"GROUND FLOOR, 1-42 AND 5TH SHETTER, SVS ARCADE","SY.NO 648, SARASWATHI NAGAR COLONY, OPP","RANGAREDDY","RANGAREDDY","TELANGANA","500039","36AANFN9680Q1Z2","Multi Product Group Category","-","0","0","2025-03-31"
"AANFP0177E","PARIJAT PRINT","RCMCAPPLYFIEO00010099AM26","2025-04-08","Issuance of e-RCMC","12",NULL,"CHAMPRAJPUR ROAD, FULZAR ESTATE","JETPUR","RAJKOT","RAJKOT","GUJARAT","360370","24AANFP0177E1ZC","Multi Product Group Category","-","7103012.5","0","2026-03-31"
"AANFP5535C","POWER DRIVE TECHNOLOGIES","RCMCRENEWFIEO00064482AM25","2024-10-17","Renewal of e-RCMC","15",NULL,"PLOT NO 7/A, OLD VASAVI NAGAR COLONY,KARKHANA",NULL,"SECUNDERABAD","HYDERABAD","TELANGANA","500015","36AANFP5535C1Z7","Premium Multi Product Group Category","-","81399988","15029297","2025-03-31"
"AANFT0937E","TRUSLINK ENTERPRISES LLP","RCMCAPPLYFIEO00039974AM23","2023-01-26","Issuance of e-RCMC","16",NULL,"RS ROAD, TUVVUR,THUVVUR PO","ROOM NO 15/108Q, NEAR MASJID, CONTACT NO: 919207100038","MANJERI","MALAPPURAM","KERALA","679327","32AANFT0937E1ZB","Multi Product Group Category","-","19829216","19829216","2026-03-31"
"AANFT3630Q","TITAN NUTRA","RCMCRENEWFIEO00049212AM23","2023-03-19","Renewal of e-RCMC","12",NULL,"PLOT NO. 52, GIDC SAVLI","MANJUSAR-SAVLI ROAD","VADODARA","VADODARA","GUJARAT","391775","24AANFT3630Q1ZN","Multi Product Group Category","-","10000000","3500000","2024-03-31"
"AANFT4802C","TRIGON SPECIALTY CHEM LLP","RCMCRENEWFIEO00027495AM24","2023-05-30","Renewal of e-RCMC","4",NULL,"304, THIRD FLOOR,1B, VARUN ARCADE","GHODBUNDER ROAD, OPPOSITE OF R MALL","THANE","THANE","MAHARASHTRA","400607","27AANFT4802C1ZA","Multi Product Group Category","-","3918060","0","2024-03-31"
"AANFT5128P","TRANSACTION SQUARE LLP","RCMCRENEWFIEO00088373AM25","2025-03-11","Renewal of e-RCMC","4",NULL,"6TH FLOOR, TOWER-A","MANIKCHAND IKON, DHOLE PATIL ROAD","PUNE","PUNE","MAHARASHTRA","411001","27AANFT5128P1ZE","Premium Multi Product Group Category","-","550000000","0","2026-03-31"
"AANFT6244N","TULIP TURNOMATIC","RCMCRENEWFIEO00004435AM24","2023-04-09","Renewal of e-RCMC","12",NULL,"PLOT NO 34 AND 36, R/S NO. 114,","KHODAL INDUSTRIAL PARK - 1, NEAR VILLAGE DARED","JAMNAGAR","JAMNAGAR","GUJARAT","361004","24AANFT6244N1ZL","Premium Multi Product Group Category","-","100900000","0","2026-03-31"
"AANFT6635P","THRIUS PHARMA EXPERTIZE LLP","RCMCRENEWFIEO00023124AM26","2025-04-30","Renewal of e-RCMC","4",NULL,"OFFICE NO. 2407, 72/4 72/5 72/6 SOLUS BUILDING,","NEAR BAYER HOUSE, HIRANANDANI ESTATE, PATLIPADA,G B ROAD,SANDOZ BAUGH","THANE","THANE","MAHARASHTRA","400607","27AANFT6635P1Z8","Premium Multi Product Group Category","-","70000000","0","2026-03-31"
"AANFT6999A","TEXRON POWER PLANT SYSTEMS","RCMCRENEWFIEO00044438AM24","2023-08-02","Renewal of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Premium Multi Product Group Category","-","83650749","0","2024-03-31"
"AANFT8064G","THE COASTLAND COMPANY","RCMCAPPLYFIEO00020030AM23","2022-07-04","Issuance of e-RCMC","2",NULL,"538, STREET NO. 1B","SANGAM VIHAR","NEW DELHI","SOUTH DELHI","DELHI","110062","07AANFT8064G1ZQ","Multi Product Group Category","-","525000","0","2023-03-31"
"AANFT9614L","TRADENIGER INTERNATIONAL LLP","RCMCRENEWFIEO00092420AM24","2024-03-27","Renewal of e-RCMC","4",NULL,"B1/B2, AASHIRWAD, VISHAL NAGAR,","MITH CHOWKY, MARVE ROAD, MALAD WEST CONTACT NO: 919821264524","MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400064","27AANFT9614L1ZF","Multi Product Group Category","-","34285110","0","2029-03-31"
"AANFT9815H","TERN INTERNATIONAL","RCMCRENEWFIEO00029602AM26","2025-05-15","Renewal of e-RCMC","12",NULL,"SECOND FLOOR, OFFICE NO.32","HARIGUN BUSINESS CENTER, MAHENDRA NAGAR CIRCLE, JETPAR ROAD","MORBI","MORBI","GUJARAT","363641","24AANFT9815H1ZR","Multi Product Group Category","-","20000000","0","2026-03-31"
"AANFT9963C","TEX TRENDS","RCMCRENEWFIEO00002223AM24","2023-04-04","Renewal of e-RCMC","3",NULL,"CENTRALPLAZA,41,B.B. GANGULY STREET","5TH FLOOR, SUIT NO 5H","KOKATA","KOLKATA","WEST BENGAL","700012","19AANFT9963C1ZJ","Premium Multi Product Group Category","-","216804831.09","216112915.23","2026-03-31"
"AANHA7783B","RASHI ENTERPRISES","RCMCAPPLYFIEO00058727AM24","2023-10-30","Issuance of e-RCMC","4",NULL,"FLAT NO-2102, SUMER TRINITY TOWER NO-2A","NEW PRABHADEVI ROAD, PRABHADEVI","MUMBAI","MUMBAI","MAHARASHTRA","400025","27AANHA7783B1Z5","Multi Product Group Category","-","0","0","2024-03-31"
"AANHK8016M","CHIKOO ART","RCMCAMENDFIEO00069699AM26","2025-11-18","Amendment of e-RCMC","12",NULL,"FIRST FLOOR, PLOT NO.G-193-194, SHREE LAXMI NARAYAN INDUSTRIAL PARK","UDHANA","SURAT","SURAT","GUJARAT","394210","24AANHK8016M1ZU","Multi Product Group Category","-","0","0","2026-03-31"
"AANHK9784J","SKK MINERALS","RCMCRENEWFIEO00088970AM25","2025-03-13","Renewal of e-RCMC","5",NULL,"NO9, RAMS BRIDGE VIEW APARTMENTS","CENTRAL AVENUE ROAD,KODAMBAKKAM","CHENNAI","CHENNAI","TAMIL NADU","600024","33AANHK9784J1ZG","Multi Product Group Category","-","0","0","2030-03-31"
"AANHM1830K","GRAPH EX","RCMCRENEWFIEO00094526AM25","2025-03-23","Renewal of e-RCMC","12",NULL,"7TH FLOOR, OFFICE -605-B","CANAL POINT, SOMA KANJI NI WADI","SURAT","SURAT","GUJARAT","395002","24AANHM1830K1Z4","Premium Multi Product Group Category","-","239301882","222747316.5","2026-03-31"
"AANHP0086L","KWALITY INDUSTRIES","RCMCRENEWFIEO00056367AM25","2024-08-27","Renewal of e-RCMC","14",NULL,"PLOT NO.1B, KIADB INDUSTRIAL AREA, TARIHAL, HUBBALLI","DHARWAD, KARNATAKA, 580026","HUBLI","DHARWAD","KARNATAKA","580026","29AANHP0086L1ZJ","Premium Multi Product Group Category","-","254392807.4","0","2025-03-31"
"AANHR7080L","JAY ENTERPRISE","RCMCAPPLYFIEO00010670AM26","2025-04-08","Issuance of e-RCMC","12",NULL,"F9, AVENUE 77, VESU CANAL ROAD","BESIDE LP SAVANI SCHOOL","SURAT","SURAT","GUJARAT","395007","24AANHR7080L1ZJ","Multi Product Group Category","-","0","0","2026-03-31"
"AANHS8757B","RAJA RAJESHWARI MATCH INDUSTRIES","RCMCRENEWFIEO00091888AM24","2024-03-27","Renewal of e-RCMC","5",NULL,"2/1, V.S.K NAGAR,","ERRAHALLI PANCHAYAT, KAVERIPATTINAM,","KRISHNAGIRI","KRISHNAGIRI","TAMIL NADU","635112","33AANHS8757B1ZU","Premium Multi Product Group Category","-","114492947","0","2027-03-31"
"AANHV8976K","VANIKA TRADERS","RCMCRENEWFIEO00098689AM25","2025-03-26","Renewal of e-RCMC","4",NULL,"SHOP NO 2 LAXMI DARSHAN CHS","PLOT NO 176 SECTOR 21 KAMOTHE","PANVEL NAVI MUMBAI","RAIGAD","MAHARASHTRA","410209","27AANHV8976K1ZW","Premium Multi Product Group Category","-","60000000","0","2026-03-31"
"AANPG4984G","ARGEE IMPORT EXPORT","RCMCAPPLYFIEO00061016AM24","2023-11-17","Issuance of e-RCMC","2",NULL,"FLAT NO 3 U,3RD FLOOR,","DCM BUILDING,16 BARAKHAMABA ROAD","NEW DELHI","CENTRAL DELHI","DELHI","110001","07AANPG4984G1ZD","Multi Product Group Category","-","0","0","2024-03-31"
"AANPG6433G","HONEE TECHNOCRATS","RCMCRENEWFIEO00086256AM25","2025-03-06","Renewal of e-RCMC","2",NULL,"FLAT NO 191 POCKET-10 DDA SFS FLATS","4TH FLOOR SECTOR-11 ROHINI","DELHI","NORTH DELHI","DELHI","110085","07AANPG6433G1ZP","Multi Product Group Category","-","4890868.54","0","2027-03-31"
"AANPG8387R","ROYAL STAR","RCMCRENEWFIEO00093996AM24","2024-03-28","Renewal of e-RCMC","9",NULL,"B-16, NEW AGRA,","NEAR COMMUNITY CENTER","AGRA","AGRA","UTTAR PRADESH","282005","09AANPG8387R1ZH","Multi Product Group Category","-","0","0","2025-03-31"
"AANPH3647R","MIRAAS INTERNATIONAL","RCMCAPPLYFIEO00021706AM24","2023-05-16","Issuance of e-RCMC","14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category","-","0","0","2024-03-31"
"AANPI0569F","RAHUL EXPORTS","RCMCRENEWFIEO00091350AM25","2025-03-18","Renewal of e-RCMC","18",NULL,"UNIT GF1, SUBHADARSI TOWERS",NULL,"VIJAYAWADA","KRISHNA","ANDHRA PRADESH","520010","37AANPI0569F1ZL","Multi Product Group Category","-","6000000","0","2026-03-31"
"AANPN6071H","THE SKY INDUSTRIES","RCMCRENEWFIEO00070290AM26","2025-11-21","Renewal of e-RCMC","4",NULL,"GAT NO 8/759,","NEAR MUKHBADHIR HIGH SCHOOL, CONTACT NO: 919422461000","MAIN ROAD TILAWANI","KOLHAPUR","MAHARASHTRA","416115","27AANPN6071H1ZC","Premium Multi Product Group Category","-","299546725.06","27817155.14","2027-03-31"
"AANPW3018K","DIVEE EXIM","RCMCAPPLYFIEO00046695AM24","2023-08-15","Issuance of e-RCMC","4",NULL,"SHOP OPPOSITE BK NO 1087","O T SECTION, ULHASNAGAR","ULHASNAGAR","THANE","MAHARASHTRA","421003","27AANPW3018K1Z7","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCA0046R","ACORE INDUSTRIES PRIVATE LIMITED","RCMCRENEWFIEO00099825AM25","2025-03-26","Renewal of e-RCMC","14",NULL,"HULIKUNTE VILLAGE","KUMARASWAMY TEMPLE ROAD CONTACT NO: 919900722660","SANDUR BELLARY","BALLARI","KARNATAKA","583119","29AAOCA0046R1Z3","Premium Multi Product Group Category","-","2540000000","0","2026-03-31"
"AAOCA2923K","AUJASYA TRADING & HOSPITALITY PRIVATE LIMITED","RCMCRENEWFIEO00008979AM26","2025-04-07","Renewal of e-RCMC","14",NULL,"NO. 82, 1ST MAIN ROAD, ANUGRAHA LAYOUT, KODICHIKKANAHALLI ROAD,","BILEKAHALLI POST, BANNERGHATTA ROAD","BANGALORE","BENGALURU URBAN","KARNATAKA","560076","29AAOCA2923K1ZB","Multi Product Group Category","-","5855231","4416951","2026-03-31"
"AAOCA3365P","ACME CLEANROOM TECHNOLOGIES PRIVATE LIMITED","RCMCAPPLYFIEO00066154AM26","2025-10-24","Issuance of e-RCMC","4",NULL,"102 NEW SAI VASUNDHARA, JANGID ESTATE,","NEAR VIJAY PARK.","MIRA ROAD EAST","THANE","MAHARASHTRA","401107","27AAOCA3365P1ZZ","Multi Product Group Category","-","4500000","0","2026-03-31"
"AAOCA6651N","ATTICA INTERIO PRIVATE LIMITED","RCMCRENEWFIEO00098451AM25","2025-03-26","Renewal of e-RCMC","4",NULL,"FLAT NO. 4 C WING, S NO. 68","YIN YANG PROJECT KHARADI","PUNE","PUNE","MAHARASHTRA","411014","27AAOCA6651N1Z0","Multi Product Group Category","-","12000","0","2026-03-31"
"AAOCA7629N","ARAD VENTURES PRIVATE LIMITED","RCMCRENEWFIEO00068783AM24","2024-01-14","Renewal of e-RCMC","4",NULL,"1103, MONT BLANC,","PLOT - 138, SECTOR - 13, CONTACT NO: 917021432197","KHARGHAR NAVI MUMBAI","RAIGAD","MAHARASHTRA","410210","27AAOCA7629N1ZW","Premium Multi Product Group Category","-","73612007.74","73612007.74","2026-03-31"
"AAOCA7646R","ANMOR OVERSEAS VENTURE PRIVATE LIMITED","RCMCRENEWFIEO00010138AM26","2025-04-08","Renewal of e-RCMC","5",NULL,"DOOR NO.654, S.NO. 53/2A, GNT ROAD","THANDAL KAZHANI VILLAGE, PUZHAL CHENNAI","CHENNAI","THIRUVALLUR","TAMIL NADU","600066","33AAOCA7646R1ZU","Multi Product Group Category","-","5000000","0","2026-03-31"
"AAOCA7773R","ADRIAN TRADING PRIVATE LIMITED","RCMCRENEWFIEO00061247AM24","2023-11-19","Renewal of e-RCMC","4",NULL,"OFFICE NO. 402, 4TH FLOOR, B-WING, DAMJI SHAMJI CORPORATE SQUARE","LAXMI NAGAR, PANT NAGAR, GHATKOPAR EAST","MUMBAI","MUMBAI","MAHARASHTRA","400075","27AAOCA7773R1ZJ","Premium Multi Product Group Category","-","659825904","220000901.03","2024-03-31"
"AAOCA8030F","ABSCO LOGISTICS PRIVATE LIMITED","RCMCRENEWFIEO00029463AM24","2023-06-05","Renewal of e-RCMC","4",NULL,"2ND FLOOR, ROOM NO.02, NEW NO. 181 OLD NO.89,","THAMBU CHETTY STREET, MANNADY, CHENNAI","CHENNAI","CHENNAI","TAMIL NADU","600001","33AAOCA8030F1ZV","Premium Multi Product Group Category","-","93598504","63084786","2025-03-31"
"AAOCA8418M","ALDER BIOCHEM PRIVATE LIMITED","RCMCRENEWFIEO00073970AM25","2024-12-27","Renewal of e-RCMC","2",NULL,"4 A SARA INDUSTRIAL ESTATE LTD","SELAQUI CONTACT NO: 919760065555","DEHRADUN","DEHRADUN","UTTARAKHAND","248001","05AAOCA8418M1Z7","Premium Multi Product Group Category","-","202761228.34","0","2026-03-31"
"AAOCM0059L","MIZUKI POWER PRODUCTS PRIVATE LIMITED","RCMCRENEWFIEO00020298AM26","2025-04-24","Renewal of e-RCMC","4",NULL,"PLOT NO. 29 & 30, MIDC NIGHOJE, PHASE III","CHAKAN INDUSTRIAL AREA, TAL. KHED","PUNE","PUNE","MAHARASHTRA","410501","27AAOCM0059L1Z2","Premium Multi Product Group Category","-","1135698725","0","2026-03-31"
"AAOCM0862H","MAKERLABS EDUTECH PRIVATE LIMITED","RCMCAPPLYFIEO00033323AM26","2025-05-25","Issuance of e-RCMC","16",NULL,"II 735A, XII902J,KOCHERI PARAMBIL HOUSE, VALANJABALAM,","WEST KADUNGALLOOR, ERNAKULAM ,","ERNAKULAM","ERNAKULAM","KERALA","683110","32AAOCM0862H1ZH","Multi Product Group Category","-","0","0","2026-03-31"
"AAOCM0910G","MAXIMUM S.S PRIVATE LIMITED","RCMCAMENDFIEO00051848AM26","2025-07-27","Amendment of e-RCMC","2",NULL,"A-98, FIRST FLOOR,","WAZIRPUR INDUSTRIAL AREA","DELHI","NORTH WEST DELHI","DELHI","110052","07AAOCM0910G1ZN","Multi Product Group Category","-","0","36429482","2026-03-31"
"AAOCM1186E","MITTAL SOYA PROTEIN PRIVATE LIMITED","RCMCRENEWFIEO00059395AM25","2024-09-13","Renewal of e-RCMC","13",NULL,"PLOT NO. 57-60,","INDUSTRIAL AREA NO. 3, A. B. ROAD,","DEWAS","DEWAS","MADHYA PRADESH","455001","23AAOCM1186E1ZJ","Premium Multi Product Group Category","-","6112050807","0","2026-03-31"
"AAOCM1189M","MEARL ORGANO POLYMERS PRIVATE LIMITED","RCMCAPPLYFIEO00003016AM23","2022-04-15","Issuance of e-RCMC","3",NULL,"5, MAHARAJA TAGORE ROAD, KOLKATA",NULL,"KOLKATA","KOLKATA","WEST BENGAL","700031","19AAOCM1189M1ZO","Multi Product Group Category","-","0","0","2023-03-31"
"AAOCM1216F","MICRODEV SYSTEMS PRIVATE LIMITED","RCMCSURREFIEO019905AM24","2023-06-01","Surrender of e-RCMC","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Multi Product Group Category",NULL,NULL,NULL,NULL
"AAOCM1574C","MSPACE INDIA PRIVATE LIMITED","RCMCAPPLYFIEO00064523AM26","2025-10-09","Issuance of e-RCMC","15",NULL,"H NO 8-2-682/1 ROAD NO 12","BANJARAHILLS ,KHAIRTABAD ,HYDERABAD","HYDERABAD","HYDERABAD","TELANGANA","500034","36AAOCM1574C1ZG","Multi Product Group Category","-","35000000","0","2026-03-31"
"AAOCM1709R","MAHADEV SPINNING MILLS PRIVATE LIMITED","RCMCRENEWFIEO00030604AM25","2024-05-16","Renewal of e-RCMC","3",NULL,"SRIJAN INDUSTRIAL AND LOGISTICS PARK","N.H.6 BOMBAY ROAD","HOWRAH","HOWRAH","WEST BENGAL","711302","19AAOCM1709R1ZO","Multi Product Group Category","-","2596679","0","2025-03-31"
"AAOCM1740Q","MBOOK TECHNOLOGY PRIVATE LIMITED","RCMCAPPLYFIEO00074449AM24","2024-02-18","Issuance of e-RCMC","2",NULL,"UGF RIGHT SIDE IN TOWER A, 24","KILA NO.-21, MEHRAULI,","NEW DELHI","SOUTH DELHI","DELHI","110030","07AAOCM1740Q1ZW","Premium Multi Product Group Category","-","452968300","0","2025-03-31"
"AAOCM1824D","MM MITHAIWALA & NAMKEEN PRIVATE LIMITED","RCMCAPPLYFIEO00033458AM26","2025-05-25","Issuance of e-RCMC","4",NULL,"501, 5TH FLOOR, SHREE RAM TRADE CENTRE,","S.V. ROAD, BORIVALI WEST, CTS NO.559","MUMBAI","MUMBAI SUBURBAN","MAHARASHTRA","400092","27AAOCM1824D1ZK","Premium Multi Product Group Category","-","213296004","0","2026-03-31"
